freq,unit,power_type,country,year,registrations
Annual,Number,Other,Sweden,2017,1133
Annual,Number,Other,Sweden,2018,1043
Annual,Number,Other,Sweden,2019,1187
Annual,Number,Other,Sweden,2020,28
Annual,Number,Other,Sweden,2021,1265
Annual,Number,Other,Sweden,2022,2679
Annual,Number,Other,Sweden,2023,0
Annual,Number,Other,Sweden,2024,0
Annual,Number,Other,Sweden,2025,0
Annual,Number,Other,Slovenia,2014,114
Annual,Number,Other,Slovenia,2015,237
Annual,Number,Other,Slovenia,2016,431
Annual,Number,Other,Slovenia,2017,1163
Annual,Number,Other,Slovenia,2018,1719
Annual,Number,Other,Slovenia,2019,2462
Annual,Number,Other,Slovenia,2020,1259
Annual,Number,Other,Slovenia,2021,2151
Annual,Number,Other,Slovenia,2022,2086
Annual,Number,Other,Slovenia,2023,0
Annual,Number,Other,Slovenia,2024,0
Annual,Number,Other,Slovenia,2025,0
Annual,Number,Other,Slovakia,2020,2
Annual,Number,Other,Slovakia,2021,301
Annual,Number,Other,Slovakia,2023,121
Annual,Number,Other,Slovakia,2024,0
Annual,Number,Other,Türkiye,2017,0
Annual,Number,Other,Türkiye,2018,0
Annual,Number,Other,Türkiye,2019,0
Annual,Number,Other,Türkiye,2020,0
Annual,Number,Other,Türkiye,2021,0
Annual,Number,Other,Türkiye,2022,0
Annual,Number,Other,Türkiye,2023,0
Annual,Number,Other,Türkiye,2024,0
Annual,Number,Other,Türkiye,2025,0
Annual,Number,Other,Ukraine,2019,4
Annual,Number,Other,Ukraine,2020,5
Annual,Number,Other,Ukraine,2021,2
Annual,Number,Other,Ukraine,2022,1
Annual,Number,Other,Ukraine,2023,4
Annual,Number,Other,Ukraine,2024,1
Annual,Number,Other,Ukraine,2025,2
Annual,Number,Other,United Kingdom,2015,10
Annual,Number,Other,United Kingdom,2016,2
Annual,Number,Other,United Kingdom,2017,3
Annual,Number,Other,United Kingdom,2018,3
Annual,Number,Other,United Kingdom,2021,3
Annual,Number,Other,United Kingdom,2022,3
Annual,Number,Other,United Kingdom,2023,2
Annual,Number,Other,United Kingdom,2024,3
Annual,Number,Other,Kosovo*,2017,2
Annual,Number,Other,Kosovo*,2018,0
Annual,Number,Other,Kosovo*,2019,0
Annual,Number,Other,Kosovo*,2021,0
Annual,Number,Other,Kosovo*,2025,0
Annual,Number,Petrol,Albania,2019,5860
Annual,Number,Petrol,Albania,2020,10336
Annual,Number,Petrol,Albania,2021,9591
Annual,Number,Petrol,Albania,2022,8822
Annual,Number,Petrol,Albania,2023,12476
Annual,Number,Petrol,Albania,2024,15111
Annual,Number,Petrol,Austria,2013,136689
Annual,Number,Petrol,Austria,2014,128670
Annual,Number,Petrol,Austria,2015,125656
Annual,Number,Petrol,Austria,2016,136148
Annual,Number,Petrol,Austria,2017,171862
Annual,Number,Petrol,Austria,2018,192503
Annual,Number,Petrol,Austria,2019,189054
Annual,Number,Petrol,Austria,2020,133151
Annual,Number,Petrol,Austria,2021,134529
Annual,Number,Petrol,Austria,2022,119271
Annual,Number,Petrol,Austria,2023,130321
Annual,Number,Petrol,Austria,2024,150676
Annual,Number,Petrol,Austria,2025,176600
Annual,Number,Petrol,Bosnia and Herzegovina,2013,1967
Annual,Number,Petrol,Bosnia and Herzegovina,2014,1833
Annual,Number,Petrol,Bosnia and Herzegovina,2015,1825
Annual,Number,Petrol,Bosnia and Herzegovina,2016,2377
Annual,Number,Petrol,Bosnia and Herzegovina,2017,2905
Annual,Number,Petrol,Bosnia and Herzegovina,2018,3347
Annual,Number,Petrol,Bosnia and Herzegovina,2019,3858
Annual,Number,Petrol,Bosnia and Herzegovina,2020,2951
Annual,Number,Petrol,Bosnia and Herzegovina,2021,3723
Annual,Number,Petrol,Bosnia and Herzegovina,2022,4609
Annual,Number,Petrol,Bosnia and Herzegovina,2023,5558
Annual,Number,Petrol,Bosnia and Herzegovina,2024,5658
Annual,Number,Petrol,Bosnia and Herzegovina,2025,6605
Annual,Number,Petrol,Belgium,2013,169665
Annual,Number,Petrol,Belgium,2014,181524
Annual,Number,Petrol,Belgium,2015,198299
Annual,Number,Petrol,Belgium,2016,256076
Annual,Number,Petrol,Belgium,2017,288484
Annual,Number,Petrol,Belgium,2018,347284
Annual,Number,Petrol,Belgium,2019,365729
Annual,Number,Petrol,Belgium,2020,268148
Annual,Number,Petrol,Belgium,2021,262988
Annual,Number,Petrol,Belgium,2022,263382
Annual,Number,Petrol,Belgium,2023,336741
Annual,Number,Petrol,Belgium,2024,294584
Annual,Number,Petrol,Belgium,2025,253292
Annual,Number,Petrol,Bulgaria,2020,17491
Annual,Number,Petrol,Bulgaria,2021,21519
Annual,Number,Petrol,Bulgaria,2022,22196
Annual,Number,Petrol,Bulgaria,2023,29661
Annual,Number,Petrol,Bulgaria,2024,34027
Annual,Number,Petrol,Bulgaria,2025,41486
Annual,Number,Petrol,Switzerland,2013,191314
Annual,Number,Petrol,Switzerland,2014,187073
Annual,Number,Petrol,Switzerland,2015,193203
Annual,Number,Petrol,Switzerland,2016,188679
Annual,Number,Petrol,Switzerland,2017,195261
Annual,Number,Petrol,Switzerland,2018,202879
Annual,Number,Petrol,Switzerland,2019,214640
Annual,Number,Petrol,Switzerland,2020,160657
Annual,Number,Petrol,Switzerland,2021,166837
Annual,Number,Petrol,Switzerland,2022,150952
Annual,Number,Petrol,Switzerland,2023,165982
Annual,Number,Petrol,Switzerland,2024,162693
Annual,Number,Petrol,Switzerland,2025,153191
Annual,Number,Petrol,Cyprus,2013,5784
Annual,Number,Petrol,Cyprus,2014,5086
Annual,Number,Petrol,Cyprus,2015,5917
Annual,Number,Petrol,Cyprus,2016,7134
Annual,Number,Petrol,Cyprus,2017,7650
Annual,Number,Petrol,Cyprus,2018,7857
Annual,Number,Petrol,Cyprus,2019,8011
Annual,Number,Petrol,Cyprus,2020,7130
Annual,Number,Petrol,Cyprus,2021,9071
Annual,Number,Petrol,Cyprus,2022,10633
Annual,Number,Petrol,Cyprus,2023,12940
Annual,Number,Petrol,Cyprus,2024,13032
Annual,Number,Petrol,Cyprus,2025,12317
Annual,Number,Petrol,Czechia,2020,137334
Annual,Number,Petrol,Czechia,2021,141738
Annual,Number,Petrol,Czechia,2022,122954
Annual,Number,Petrol,Czechia,2023,147244
Annual,Number,Petrol,Czechia,2024,146875
Annual,Number,Petrol,Czechia,2025,162936
Annual,Number,Petrol,Germany,2013,1502784
Annual,Number,Petrol,Germany,2014,1533726
Annual,Number,Petrol,Germany,2015,1611389
Annual,Number,Petrol,Germany,2016,1746291
Annual,Number,Petrol,Germany,2017,2068741
Annual,Number,Petrol,Germany,2018,2255042
Annual,Number,Petrol,Germany,2019,2298504
Annual,Number,Petrol,Germany,2020,1760071
Annual,Number,Petrol,Germany,2021,1560342
Annual,Number,Petrol,Germany,2022,1520618
Annual,Number,Petrol,Germany,2023,1601700
Annual,Number,Petrol,Germany,2024,1738089
Annual,Number,Petrol,Germany,2025,1720095
Annual,Number,Petrol,Denmark,2013,122644
Annual,Number,Petrol,Denmark,2014,127253
Annual,Number,Petrol,Denmark,2015,138104
Annual,Number,Petrol,Denmark,2016,140938
Annual,Number,Petrol,Denmark,2017,143227
Annual,Number,Petrol,Denmark,2018,144443
Annual,Number,Petrol,Denmark,2019,159630
Annual,Number,Petrol,Denmark,2020,138421
Annual,Number,Petrol,Denmark,2021,134993
Annual,Number,Petrol,Denmark,2022,101039
Annual,Number,Petrol,Denmark,2023,95539
Annual,Number,Petrol,Denmark,2024,72095
Annual,Number,Petrol,Denmark,2025,49222
Annual,Number,Petrol,Estonia,2013,12208
Annual,Number,Petrol,Estonia,2014,13054
Annual,Number,Petrol,Estonia,2015,14069
Annual,Number,Petrol,Estonia,2016,16592
Annual,Number,Petrol,Estonia,2017,19177
Annual,Number,Petrol,Estonia,2018,19686
Annual,Number,Petrol,Estonia,2019,20510
Annual,Number,Petrol,Estonia,2020,13164
Annual,Number,Petrol,Estonia,2021,16415
Annual,Number,Petrol,Estonia,2022,15324
Annual,Number,Petrol,Estonia,2023,17357
Annual,Number,Petrol,Estonia,2024,18397
Annual,Number,Petrol,Estonia,2025,10531
Annual,Number,Petrol,Greece,2021,75989
Annual,Number,Petrol,Greece,2022,80081
Annual,Number,Petrol,Greece,2023,104526
Annual,Number,Petrol,Greece,2024,113230
Annual,Number,Petrol,Greece,2025,123353
Annual,Number,Petrol,Spain,2014,297176
Annual,Number,Petrol,Spain,2015,383904
Annual,Number,Petrol,Spain,2016,496893
Annual,Number,Petrol,Spain,2017,636041
Annual,Number,Petrol,Spain,2018,831810
Annual,Number,Petrol,Spain,2019,874489
Annual,Number,Petrol,Spain,2020,561541
Annual,Number,Petrol,Spain,2021,613097
Annual,Number,Petrol,Spain,2022,598239
Annual,Number,Petrol,Spain,2023,714633
Annual,Number,Petrol,Spain,2024,788727
Annual,Number,Petrol,Spain,2025,880672
Annual,Number,Petrol,European Union - 27 countries (from 2020),2021,6328815
Annual,Number,Petrol,European Union - 27 countries (from 2020),2022,6014361
Annual,Number,Petrol,European Union - 27 countries (from 2020),2023,6834610
Annual,Number,Petrol,European Union - 27 countries (from 2020),2024,7161071
Annual,Number,Petrol,European Union - 27 countries (from 2020),2025,7188141
Annual,Number,Petrol,Finland,2013,64194
Annual,Number,Petrol,Finland,2014,64181
Annual,Number,Petrol,Finland,2015,69469
Annual,Number,Petrol,Finland,2016,79042
Annual,Number,Petrol,Finland,2017,81435
Annual,Number,Petrol,Finland,2018,89497
Annual,Number,Petrol,Finland,2019,88141
Annual,Number,Petrol,Finland,2020,75765
Annual,Number,Petrol,Finland,2021,76158
Annual,Number,Petrol,Finland,2022,59099
Annual,Number,Petrol,Finland,2023,52225
Annual,Number,Petrol,Finland,2024,48039
Annual,Number,Petrol,Finland,2025,41872
Annual,Number,Petrol,France,2013,562849
Annual,Number,Petrol,France,2014,623201
Annual,Number,Petrol,France,2015,777645
Annual,Number,Petrol,France,2016,928357
Annual,Number,Petrol,France,2017,1116655
Annual,Number,Petrol,France,2018,1329928
Annual,Number,Petrol,France,2019,1438898
Annual,Number,Petrol,France,2020,1025021
Annual,Number,Petrol,France,2021,1097422
Annual,Number,Petrol,France,2022,1049065
Annual,Number,Petrol,France,2023,1251289
Annual,Number,Petrol,France,2024,1256157
Annual,Number,Petrol,France,2025,1180071
Annual,Number,Petrol,Georgia,2017,1968
Annual,Number,Petrol,Georgia,2018,2168
Annual,Number,Petrol,Georgia,2019,2698
Annual,Number,Petrol,Georgia,2020,1379
Annual,Number,Petrol,Georgia,2021,2149
Annual,Number,Petrol,Georgia,2022,3453
Annual,Number,Petrol,Georgia,2023,4663
Annual,Number,Petrol,Georgia,2024,5440
Annual,Number,Petrol,Georgia,2025,5929
Annual,Number,Petrol,Croatia,2020,22126
Annual,Number,Petrol,Croatia,2021,23426
Annual,Number,Petrol,Croatia,2022,26618
Annual,Number,Petrol,Croatia,2023,32234
Annual,Number,Petrol,Croatia,2024,35439
Annual,Number,Petrol,Croatia,2025,41267
Annual,Number,Petrol,Hungary,2013,30458
Annual,Number,Petrol,Hungary,2014,37621
Annual,Number,Petrol,Hungary,2015,44873
Annual,Number,Petrol,Hungary,2016,61753
Annual,Number,Petrol,Hungary,2017,78458
Annual,Number,Petrol,Hungary,2018,102718
Annual,Number,Petrol,Hungary,2019,123906
Annual,Number,Petrol,Hungary,2020,93177
Annual,Number,Petrol,Hungary,2021,89975
Annual,Number,Petrol,Hungary,2022,85461
Annual,Number,Petrol,Hungary,2023,81654
Annual,Number,Petrol,Hungary,2024,92220
Annual,Number,Petrol,Hungary,2025,96560
Annual,Number,Petrol,Ireland,2013,19892
Annual,Number,Petrol,Ireland,2014,21067
Annual,Number,Petrol,Ireland,2015,35311
Annual,Number,Petrol,Ireland,2016,41160
Annual,Number,Petrol,Ireland,2017,45304
Annual,Number,Petrol,Ireland,2018,56554
Annual,Number,Petrol,Ireland,2019,62554
Annual,Number,Petrol,Ireland,2020,46630
Annual,Number,Petrol,Ireland,2021,58808
Annual,Number,Petrol,Ireland,2022,59687
Annual,Number,Petrol,Ireland,2023,70094
Annual,Number,Petrol,Ireland,2024,75137
Annual,Number,Petrol,Ireland,2025,78420
Annual,Number,Petrol,Iceland,2017,13645
Annual,Number,Petrol,Iceland,2018,12061
Annual,Number,Petrol,Iceland,2019,8233
Annual,Number,Petrol,Iceland,2020,5706
Annual,Number,Petrol,Iceland,2021,8949
Annual,Number,Petrol,Iceland,2022,8002
Annual,Number,Petrol,Iceland,2023,5727
Annual,Number,Petrol,Iceland,2024,4819
Annual,Number,Petrol,Iceland,2025,6592
Annual,Number,Petrol,Italy,2013,419045
Annual,Number,Petrol,Italy,2014,420708
Annual,Number,Petrol,Italy,2015,521450
Annual,Number,Petrol,Italy,2016,643165
Annual,Number,Petrol,Italy,2017,700072
Annual,Number,Petrol,Italy,2018,774685
Annual,Number,Petrol,Italy,2019,969245
Annual,Number,Petrol,Italy,2020,773479
Annual,Number,Petrol,Italy,2021,906634
Annual,Number,Petrol,Italy,2022,833735
Annual,Number,Petrol,Italy,2023,1014551
Annual,Number,Petrol,Italy,2024,1067243
Annual,Number,Petrol,Italy,2025,1075387
Annual,Number,Petrol,Liechtenstein,2013,1041
Annual,Number,Petrol,Liechtenstein,2014,979
Annual,Number,Petrol,Liechtenstein,2015,1072
Annual,Number,Petrol,Liechtenstein,2016,951
Annual,Number,Petrol,Liechtenstein,2017,1116
Annual,Number,Petrol,Liechtenstein,2018,1152
Annual,Number,Petrol,Liechtenstein,2019,1186
Annual,Number,Petrol,Liechtenstein,2020,922
Annual,Number,Petrol,Liechtenstein,2021,977
Annual,Number,Petrol,Liechtenstein,2022,890
Annual,Number,Petrol,Liechtenstein,2023,958
Annual,Number,Petrol,Liechtenstein,2024,900
Annual,Number,Petrol,Liechtenstein,2025,812
Annual,Number,Petrol,Lithuania,2013,5236
Annual,Number,Petrol,Lithuania,2014,4760
Annual,Number,Petrol,Lithuania,2015,6002
Annual,Number,Petrol,Lithuania,2016,8734
Annual,Number,Petrol,Lithuania,2017,11162
Annual,Number,Petrol,Lithuania,2018,14224
Annual,Number,Petrol,Lithuania,2019,17917
Annual,Number,Petrol,Lithuania,2020,32922
Annual,Number,Petrol,Lithuania,2021,21892
Annual,Number,Petrol,Lithuania,2022,19072
Annual,Number,Petrol,Lithuania,2023,20520
Annual,Number,Petrol,Lithuania,2024,19931
Annual,Number,Petrol,Lithuania,2025,27712
Annual,Number,Petrol,Luxembourg,2013,12148
Annual,Number,Petrol,Luxembourg,2014,13554
Annual,Number,Petrol,Luxembourg,2015,13447
Annual,Number,Petrol,Luxembourg,2016,17623
Annual,Number,Petrol,Luxembourg,2017,23891
Annual,Number,Petrol,Luxembourg,2018,27455
Annual,Number,Petrol,Luxembourg,2019,30120
Annual,Number,Petrol,Luxembourg,2020,24548
Annual,Number,Petrol,Luxembourg,2021,25132
Annual,Number,Petrol,Luxembourg,2022,23339
Annual,Number,Petrol,Luxembourg,2023,27804
Annual,Number,Petrol,Luxembourg,2024,25683
Annual,Number,Petrol,Luxembourg,2025,27421
Annual,Number,Petrol,Latvia,2014,5759
Annual,Number,Petrol,Latvia,2015,7211
Annual,Number,Petrol,Latvia,2016,9381
Annual,Number,Petrol,Latvia,2017,9488
Annual,Number,Petrol,Latvia,2018,10240
Annual,Number,Petrol,Latvia,2019,11393
Annual,Number,Petrol,Latvia,2020,8363
Annual,Number,Petrol,Latvia,2021,9935
Annual,Number,Petrol,Latvia,2022,11857
Annual,Number,Petrol,Latvia,2023,12702
Annual,Number,Petrol,Latvia,2024,11777
Annual,Number,Petrol,Latvia,2025,17411
Annual,Number,Petrol,Moldova,2013,15126
Annual,Number,Petrol,Moldova,2014,9874
Annual,Number,Petrol,Moldova,2015,6530
Annual,Number,Petrol,Moldova,2016,6770
Annual,Number,Petrol,Moldova,2017,12395
Annual,Number,Petrol,Moldova,2018,8608
Annual,Number,Petrol,Moldova,2019,8884
Annual,Number,Petrol,Moldova,2020,7749
Annual,Number,Petrol,Moldova,2021,10409
Annual,Number,Petrol,Moldova,2022,8090
Annual,Number,Petrol,Moldova,2023,10793
Annual,Number,Petrol,Moldova,2024,13406
Annual,Number,Petrol,Moldova,2025,16812
Annual,Number,Petrol,Montenegro,2016,999
Annual,Number,Petrol,Montenegro,2017,1313
Annual,Number,Petrol,Montenegro,2018,1625
Annual,Number,Petrol,Montenegro,2019,2026
Annual,Number,Petrol,Montenegro,2020,596
Annual,Number,Petrol,Montenegro,2021,1787
Annual,Number,Petrol,Montenegro,2022,2456
Annual,Number,Petrol,Montenegro,2023,1620
Annual,Number,Petrol,Montenegro,2024,4916
Annual,Number,Petrol,Montenegro,2025,5361
Annual,Number,Petrol,Malta,2015,4418
Annual,Number,Petrol,Malta,2016,4679
Annual,Number,Petrol,Malta,2017,5133
Annual,Number,Petrol,Malta,2018,5477
Annual,Number,Petrol,Malta,2019,5327
Annual,Number,Petrol,Malta,2020,3342
Annual,Number,Petrol,Malta,2021,4226
Annual,Number,Petrol,Malta,2022,4933
Annual,Number,Petrol,Malta,2023,5218
Annual,Number,Petrol,Malta,2024,4403
Annual,Number,Petrol,Malta,2025,3756
Annual,Number,Petrol,Netherlands,2013,307912
Annual,Number,Petrol,Netherlands,2014,275419
Annual,Number,Petrol,Netherlands,2015,314882
Annual,Number,Petrol,Netherlands,2016,304643
Annual,Number,Petrol,Netherlands,2017,331608
Annual,Number,Petrol,Netherlands,2018,360573
Annual,Number,Petrol,Netherlands,2019,350015
Annual,Number,Petrol,Netherlands,2020,267482
Annual,Number,Petrol,Netherlands,2021,249350
Annual,Number,Petrol,Netherlands,2022,231791
Annual,Number,Petrol,Netherlands,2023,249294
Annual,Number,Petrol,Netherlands,2024,243342
Annual,Number,Petrol,Netherlands,2025,226256
Annual,Number,Petrol,Norway,2013,57700
Annual,Number,Petrol,Norway,2014,54912
Annual,Number,Petrol,Norway,2015,55671
Annual,Number,Petrol,Norway,2016,82910
Annual,Number,Petrol,Norway,2017,90074
Annual,Number,Petrol,Norway,2018,78323
Annual,Number,Petrol,Norway,2019,59964
Annual,Number,Petrol,Norway,2020,52595
Annual,Number,Petrol,Norway,2021,54209
Annual,Number,Petrol,Norway,2022,30186
Annual,Number,Petrol,Norway,2023,19066
Annual,Number,Petrol,Norway,2024,11353
Annual,Number,Petrol,Norway,2025,5440
Annual,Number,Petrol,Poland,2013,183889
Annual,Number,Petrol,Poland,2014,201246
Annual,Number,Petrol,Poland,2015,228917
Annual,Number,Petrol,Poland,2016,275508
Annual,Number,Petrol,Poland,2017,336320
Annual,Number,Petrol,Poland,2018,386756
Annual,Number,Petrol,Poland,2019,424253
Annual,Number,Petrol,Poland,2020,324792
Annual,Number,Petrol,Poland,2021,343705
Annual,Number,Petrol,Poland,2022,324041
Annual,Number,Petrol,Poland,2023,364350
Annual,Number,Petrol,Poland,2024,423169
Annual,Number,Petrol,Poland,2025,435945
Annual,Number,Petrol,Portugal,2017,81073
Annual,Number,Petrol,Portugal,2018,97697
Annual,Number,Petrol,Portugal,2019,123064
Annual,Number,Petrol,Portugal,2020,83561
Annual,Number,Petrol,Portugal,2021,91395
Annual,Number,Petrol,Portugal,2022,100758
Annual,Number,Petrol,Portugal,2023,123422
Annual,Number,Petrol,Portugal,2024,129437
Annual,Number,Petrol,Portugal,2025,133977
Annual,Number,Petrol,Romania,2013,25807
Annual,Number,Petrol,Romania,2014,29576
Annual,Number,Petrol,Romania,2015,35509
Annual,Number,Petrol,Romania,2016,45417
Annual,Number,Petrol,Romania,2017,51554
Annual,Number,Petrol,Romania,2018,75586
Annual,Number,Petrol,Romania,2019,114564
Annual,Number,Petrol,Romania,2020,79244
Annual,Number,Petrol,Romania,2021,74857
Annual,Number,Petrol,Romania,2022,84943
Annual,Number,Petrol,Romania,2023,91118
Annual,Number,Petrol,Romania,2024,103113
Annual,Number,Petrol,Romania,2025,108321
Annual,Number,Petrol,Serbia,2019,28285
Annual,Number,Petrol,Serbia,2020,27431
Annual,Number,Petrol,Serbia,2021,27768
Annual,Number,Petrol,Serbia,2022,29005
Annual,Number,Petrol,Serbia,2023,30952
Annual,Number,Petrol,Serbia,2024,33180
Annual,Number,Petrol,Serbia,2025,38289
Annual,Number,Petrol,Sweden,2013,108067
Annual,Number,Petrol,Sweden,2014,126019
Annual,Number,Petrol,Sweden,2015,145383
Annual,Number,Petrol,Sweden,2016,177903
Annual,Number,Petrol,Sweden,2017,191048
Annual,Number,Petrol,Sweden,2018,215360
Annual,Number,Petrol,Sweden,2019,221280
Annual,Number,Petrol,Sweden,2020,194265
Annual,Number,Petrol,Sweden,2021,189502
Annual,Number,Petrol,Sweden,2022,153387
Annual,Number,Petrol,Sweden,2023,146412
Annual,Number,Petrol,Sweden,2024,147825
Annual,Number,Petrol,Sweden,2025,151208
Annual,Number,Petrol,Slovenia,2013,23942
Annual,Number,Petrol,Slovenia,2014,23916
Annual,Number,Petrol,Slovenia,2015,29038
Annual,Number,Petrol,Slovenia,2016,31429
Annual,Number,Petrol,Slovenia,2017,38229
Annual,Number,Petrol,Slovenia,2018,48240
Annual,Number,Petrol,Slovenia,2019,47937
Annual,Number,Petrol,Slovenia,2020,33287
Annual,Number,Petrol,Slovenia,2021,37219
Annual,Number,Petrol,Slovenia,2022,32866
Annual,Number,Petrol,Slovenia,2023,36290
Annual,Number,Petrol,Slovenia,2024,40433
Annual,Number,Petrol,Slovenia,2025,42949
Annual,Number,Petrol,Slovakia,2020,55389
Annual,Number,Petrol,Slovakia,2021,58498
Annual,Number,Petrol,Slovakia,2022,59972
Annual,Number,Petrol,Slovakia,2023,64771
Annual,Number,Petrol,Slovakia,2024,67991
Annual,Number,Petrol,Slovakia,2025,69104
Annual,Number,Petrol,Türkiye,2013,256506
Annual,Number,Petrol,Türkiye,2014,210168
Annual,Number,Petrol,Türkiye,2015,270762
Annual,Number,Petrol,Türkiye,2016,271453
Annual,Number,Petrol,Türkiye,2017,259325
Annual,Number,Petrol,Türkiye,2018,179131
Annual,Number,Petrol,Türkiye,2019,152008
Annual,Number,Petrol,Türkiye,2020,319023
Annual,Number,Petrol,Türkiye,2021,429210
Annual,Number,Petrol,Türkiye,2022,439007
Annual,Number,Petrol,Türkiye,2023,704254
Annual,Number,Petrol,Türkiye,2024,778382
Annual,Number,Petrol,Türkiye,2025,819374
Annual,Number,Petrol,Ukraine,2019,36953
Annual,Number,Petrol,Ukraine,2020,57137
Annual,Number,Petrol,Ukraine,2021,73470
Annual,Number,Petrol,Ukraine,2022,25663
Annual,Number,Petrol,Ukraine,2023,36953
Annual,Number,Petrol,Ukraine,2024,37817
Annual,Number,Petrol,Ukraine,2025,39340
Annual,Number,Petrol,United Kingdom,2015,1334875
Annual,Number,Petrol,United Kingdom,2016,1390355
Annual,Number,Petrol,United Kingdom,2017,1446500
Annual,Number,Petrol,United Kingdom,2018,1589618
Annual,Number,Petrol,United Kingdom,2021,1226293
Annual,Number,Petrol,United Kingdom,2022,1194409
Annual,Number,Petrol,United Kingdom,2023,1446669
Annual,Number,Petrol,United Kingdom,2024,1449401
Annual,Number,Petrol,Kosovo*,2017,2928
Annual,Number,Petrol,Kosovo*,2018,2126
Annual,Number,Petrol,Kosovo*,2019,0
Annual,Number,Petrol,Kosovo*,2021,2840
Annual,Number,Petrol,Kosovo*,2025,4853
Annual,Number,Petrol (excluding hybrids)  ,Albania,2019,5726
Annual,Number,Petrol (excluding hybrids)  ,Albania,2020,5580
Annual,Number,Petrol (excluding hybrids)  ,Albania,2021,9168
Annual,Number,Petrol (excluding hybrids)  ,Albania,2022,8294
Annual,Number,Petrol (excluding hybrids)  ,Albania,2023,11605
Annual,Number,Petrol (excluding hybrids)  ,Albania,2024,13569
Annual,Number,Petrol (excluding hybrids)  ,Austria,2013,134276
Annual,Number,Petrol (excluding hybrids)  ,Austria,2014,126503
Annual,Number,Petrol (excluding hybrids)  ,Austria,2015,122832
Annual,Number,Petrol (excluding hybrids)  ,Austria,2016,131756
Annual,Number,Petrol (excluding hybrids)  ,Austria,2017,163701
Annual,Number,Petrol (excluding hybrids)  ,Austria,2018,184150
Annual,Number,Petrol (excluding hybrids)  ,Austria,2019,176706
Annual,Number,Petrol (excluding hybrids)  ,Austria,2020,107771
Annual,Number,Petrol (excluding hybrids)  ,Austria,2021,91478
Annual,Number,Petrol (excluding hybrids)  ,Austria,2022,78567
Annual,Number,Petrol (excluding hybrids)  ,Austria,2023,77354
Annual,Number,Petrol (excluding hybrids)  ,Austria,2024,84004
Annual,Number,Petrol (excluding hybrids)  ,Austria,2025,79457
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2013,1967
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2014,1831
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2015,1823
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2016,2321
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2017,2769
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2018,3220
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2019,3667
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2020,2800
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2021,3408
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2022,4154
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2023,4635
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2024,4388
Annual,Number,Petrol (excluding hybrids)  ,Bosnia and Herzegovina,2025,4771
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2013,164745
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2014,173939
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2015,189947
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2016,240384
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2017,265026
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2018,323774
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2019,336731
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2020,211646
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2021,169019
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2022,145998
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2023,155993
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2024,128583
Annual,Number,Petrol (excluding hybrids)  ,Belgium,2025,96912
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2020,17021
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2021,20786
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2022,21669
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2023,28613
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2024,32555
Annual,Number,Petrol (excluding hybrids)  ,Bulgaria,2025,38875
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2013,185120
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2014,180908
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2015,185525
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2016,178730
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2017,183697
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2018,188357
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2019,192156
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2020,119012
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2021,100865
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2022,86309
Annual,Number,Petrol (excluding hybrids)  ,Switzerland,2023,85254
