freq,unit,power_type,country,year,registrations
Annual,Number,Alternative energy,Albania,2019,3757
Annual,Number,Alternative energy,Albania,2020,372
Annual,Number,Alternative energy,Albania,2021,5703
Annual,Number,Alternative energy,Albania,2022,4114
Annual,Number,Alternative energy,Albania,2023,6088
Annual,Number,Alternative energy,Albania,2024,11047
Annual,Number,Alternative energy,Austria,2013,1285
Annual,Number,Alternative energy,Austria,2014,2074
Annual,Number,Alternative energy,Austria,2015,2389
Annual,Number,Alternative energy,Austria,2016,4317
Annual,Number,Alternative energy,Austria,2017,5868
Annual,Number,Alternative energy,Austria,2018,7406
Annual,Number,Alternative energy,Austria,2019,9841
Annual,Number,Alternative energy,Austria,2020,16393
Annual,Number,Alternative energy,Austria,2021,33466
Annual,Number,Alternative energy,Austria,2022,34242
Annual,Number,Alternative energy,Austria,2023,47642
Annual,Number,Alternative energy,Austria,2024,44635
Annual,Number,Alternative energy,Austria,2025,60653
Annual,Number,Alternative energy,Bosnia and Herzegovina,2013,39
Annual,Number,Alternative energy,Bosnia and Herzegovina,2014,46
Annual,Number,Alternative energy,Bosnia and Herzegovina,2015,49
Annual,Number,Alternative energy,Bosnia and Herzegovina,2016,141
Annual,Number,Alternative energy,Bosnia and Herzegovina,2017,136
Annual,Number,Alternative energy,Bosnia and Herzegovina,2018,101
Annual,Number,Alternative energy,Bosnia and Herzegovina,2019,137
Annual,Number,Alternative energy,Bosnia and Herzegovina,2020,73
Annual,Number,Alternative energy,Bosnia and Herzegovina,2021,229
Annual,Number,Alternative energy,Bosnia and Herzegovina,2022,300
Annual,Number,Alternative energy,Bosnia and Herzegovina,2023,333
Annual,Number,Alternative energy,Bosnia and Herzegovina,2024,300
Annual,Number,Alternative energy,Bosnia and Herzegovina,2025,244
Annual,Number,Alternative energy,Belgium,2013,843
Annual,Number,Alternative energy,Belgium,2014,2234
Annual,Number,Alternative energy,Belgium,2015,2146
Annual,Number,Alternative energy,Belgium,2016,4453
Annual,Number,Alternative energy,Belgium,2017,5408
Annual,Number,Alternative energy,Belgium,2018,7931
Annual,Number,Alternative energy,Belgium,2019,12525
Annual,Number,Alternative energy,Belgium,2020,18919
Annual,Number,Alternative energy,Belgium,2021,25866
Annual,Number,Alternative energy,Belgium,2022,40652
Annual,Number,Alternative energy,Belgium,2023,97043
Annual,Number,Alternative energy,Belgium,2024,131433
Annual,Number,Alternative energy,Belgium,2025,147179
Annual,Number,Alternative energy,Bulgaria,2020,303
Annual,Number,Alternative energy,Bulgaria,2021,416
Annual,Number,Alternative energy,Bulgaria,2022,1042
Annual,Number,Alternative energy,Bulgaria,2023,1783
Annual,Number,Alternative energy,Bulgaria,2024,1786
Annual,Number,Alternative energy,Bulgaria,2025,2620
Annual,Number,Alternative energy,Switzerland,2013,2272
Annual,Number,Alternative energy,Switzerland,2014,3012
Annual,Number,Alternative energy,Switzerland,2015,4993
Annual,Number,Alternative energy,Switzerland,2016,4484
Annual,Number,Alternative energy,Switzerland,2017,5704
Annual,Number,Alternative energy,Switzerland,2018,6172
Annual,Number,Alternative energy,Switzerland,2019,14460
Annual,Number,Alternative energy,Switzerland,2020,20378
Annual,Number,Alternative energy,Switzerland,2021,32394
Annual,Number,Alternative energy,Switzerland,2022,40730
Annual,Number,Alternative energy,Switzerland,2023,53031
Annual,Number,Alternative energy,Switzerland,2024,46636
Annual,Number,Alternative energy,Switzerland,2025,52880
Annual,Number,Alternative energy,Cyprus,2013,8
Annual,Number,Alternative energy,Cyprus,2014,1
Annual,Number,Alternative energy,Cyprus,2015,4
Annual,Number,Alternative energy,Cyprus,2016,7
Annual,Number,Alternative energy,Cyprus,2017,18
Annual,Number,Alternative energy,Cyprus,2018,5
Annual,Number,Alternative energy,Cyprus,2019,58
Annual,Number,Alternative energy,Cyprus,2020,42
Annual,Number,Alternative energy,Cyprus,2021,80
Annual,Number,Alternative energy,Cyprus,2022,403
Annual,Number,Alternative energy,Cyprus,2023,788
Annual,Number,Alternative energy,Cyprus,2024,1193
Annual,Number,Alternative energy,Cyprus,2025,1474
Annual,Number,Alternative energy,Czechia,2020,5870
Annual,Number,Alternative energy,Czechia,2021,6726
Annual,Number,Alternative energy,Czechia,2022,8584
Annual,Number,Alternative energy,Czechia,2023,10661
Annual,Number,Alternative energy,Czechia,2024,15523
Annual,Number,Alternative energy,Czechia,2025,19517
Annual,Number,Alternative energy,Germany,2013,46534
Annual,Number,Alternative energy,Germany,2014,50482
Annual,Number,Alternative energy,Germany,2015,56202
Annual,Number,Alternative energy,Germany,2016,65703
Annual,Number,Alternative energy,Germany,2017,33326
Annual,Number,Alternative energy,Germany,2018,51711
Annual,Number,Alternative energy,Germany,2019,78487
Annual,Number,Alternative energy,Germany,2020,208271
Annual,Number,Alternative energy,Germany,2021,370529
Annual,Number,Alternative energy,Germany,2022,488321
Annual,Number,Alternative energy,Germany,2023,539070
Annual,Number,Alternative energy,Germany,2024,394733
Annual,Number,Alternative energy,Germany,2025,557437
Annual,Number,Alternative energy,Denmark,2013,549
Annual,Number,Alternative energy,Denmark,2014,1608
Annual,Number,Alternative energy,Denmark,2015,1315
Annual,Number,Alternative energy,Denmark,2016,1315
Annual,Number,Alternative energy,Denmark,2017,753
Annual,Number,Alternative energy,Denmark,2018,1557
Annual,Number,Alternative energy,Denmark,2019,5515
Annual,Number,Alternative energy,Denmark,2020,14263
Annual,Number,Alternative energy,Denmark,2021,24951
Annual,Number,Alternative energy,Denmark,2022,30805
Annual,Number,Alternative energy,Denmark,2023,62577
Annual,Number,Alternative energy,Denmark,2024,89058
Annual,Number,Alternative energy,Denmark,2025,126472
Annual,Number,Alternative energy,Estonia,2013,137
Annual,Number,Alternative energy,Estonia,2014,348
Annual,Number,Alternative energy,Estonia,2015,46
Annual,Number,Alternative energy,Estonia,2016,35
Annual,Number,Alternative energy,Estonia,2017,35
Annual,Number,Alternative energy,Estonia,2018,86
Annual,Number,Alternative energy,Estonia,2019,655
Annual,Number,Alternative energy,Estonia,2020,1008
Annual,Number,Alternative energy,Estonia,2021,954
Annual,Number,Alternative energy,Estonia,2022,979
Annual,Number,Alternative energy,Estonia,2023,1515
Annual,Number,Alternative energy,Estonia,2024,1469
Annual,Number,Alternative energy,Estonia,2025,872
Annual,Number,Alternative energy,Greece,2021,5568
Annual,Number,Alternative energy,Greece,2022,6536
Annual,Number,Alternative energy,Greece,2023,10154
Annual,Number,Alternative energy,Greece,2024,12143
Annual,Number,Alternative energy,Greece,2025,13607
Annual,Number,Alternative energy,Spain,2013,2088
Annual,Number,Alternative energy,Spain,2014,2589
Annual,Number,Alternative energy,Spain,2015,5121
Annual,Number,Alternative energy,Spain,2016,5522
Annual,Number,Alternative energy,Spain,2017,12531
Annual,Number,Alternative energy,Spain,2018,34090
Annual,Number,Alternative energy,Spain,2019,42864
Annual,Number,Alternative energy,Spain,2020,33560
Annual,Number,Alternative energy,Spain,2021,40091
Annual,Number,Alternative energy,Spain,2022,47636
Annual,Number,Alternative energy,Spain,2023,82720
Annual,Number,Alternative energy,Spain,2024,93935
Annual,Number,Alternative energy,Spain,2025,165220
Annual,Number,Alternative energy,European Union - 27 countries (from 2020),2021,1159117
Annual,Number,Alternative energy,European Union - 27 countries (from 2020),2022,1399095
Annual,Number,Alternative energy,European Union - 27 countries (from 2020),2023,1863473
Annual,Number,Alternative energy,European Union - 27 countries (from 2020),2024,1780365
Annual,Number,Alternative energy,European Union - 27 countries (from 2020),2025,2245205
Annual,Number,Alternative energy,Finland,2013,559
Annual,Number,Alternative energy,Finland,2014,650
Annual,Number,Alternative energy,Finland,2015,506
Annual,Number,Alternative energy,Finland,2016,402
Annual,Number,Alternative energy,Finland,2017,936
Annual,Number,Alternative energy,Finland,2018,1937
Annual,Number,Alternative energy,Finland,2019,4039
Annual,Number,Alternative energy,Finland,2020,6086
Annual,Number,Alternative energy,Finland,2021,11075
Annual,Number,Alternative energy,Finland,2022,15153
Annual,Number,Alternative energy,Finland,2023,30007
Annual,Number,Alternative energy,Finland,2024,22027
Annual,Number,Alternative energy,Finland,2025,26777
Annual,Number,Alternative energy,France,2013,11975
Annual,Number,Alternative energy,France,2014,13201
Annual,Number,Alternative energy,France,2015,19181
Annual,Number,Alternative energy,France,2016,23419
Annual,Number,Alternative energy,France,2017,26597
Annual,Number,Alternative energy,France,2018,34030
Annual,Number,Alternative energy,France,2019,45968
Annual,Number,Alternative energy,France,2020,129367
Annual,Number,Alternative energy,France,2021,212089
Annual,Number,Alternative energy,France,2022,254315
Annual,Number,Alternative energy,France,2023,366779
Annual,Number,Alternative energy,France,2024,352309
Annual,Number,Alternative energy,France,2025,387050
Annual,Number,Alternative energy,Georgia,2017,83
Annual,Number,Alternative energy,Georgia,2018,22
Annual,Number,Alternative energy,Georgia,2019,109
Annual,Number,Alternative energy,Georgia,2020,23
Annual,Number,Alternative energy,Georgia,2021,44
Annual,Number,Alternative energy,Georgia,2022,206
Annual,Number,Alternative energy,Georgia,2023,245
Annual,Number,Alternative energy,Georgia,2024,513
Annual,Number,Alternative energy,Georgia,2025,824
Annual,Number,Alternative energy,Croatia,2013,272
Annual,Number,Alternative energy,Croatia,2014,971
Annual,Number,Alternative energy,Croatia,2015,1063
Annual,Number,Alternative energy,Croatia,2016,1544
Annual,Number,Alternative energy,Croatia,2017,1542
Annual,Number,Alternative energy,Croatia,2018,2404
Annual,Number,Alternative energy,Croatia,2019,3341
Annual,Number,Alternative energy,Croatia,2020,1248
Annual,Number,Alternative energy,Croatia,2021,2916
Annual,Number,Alternative energy,Croatia,2022,2638
Annual,Number,Alternative energy,Croatia,2023,2413
Annual,Number,Alternative energy,Croatia,2024,1676
Annual,Number,Alternative energy,Croatia,2025,1603
Annual,Number,Alternative energy,Hungary,2013,283
Annual,Number,Alternative energy,Hungary,2014,176
Annual,Number,Alternative energy,Hungary,2015,270
Annual,Number,Alternative energy,Hungary,2016,282
Annual,Number,Alternative energy,Hungary,2017,808
Annual,Number,Alternative energy,Hungary,2018,1382
Annual,Number,Alternative energy,Hungary,2019,1962
Annual,Number,Alternative energy,Hungary,2020,3413
Annual,Number,Alternative energy,Hungary,2021,5040
Annual,Number,Alternative energy,Hungary,2022,5603
Annual,Number,Alternative energy,Hungary,2023,6370
Annual,Number,Alternative energy,Hungary,2024,8933
Annual,Number,Alternative energy,Hungary,2025,11641
Annual,Number,Alternative energy,Ireland,2013,640
Annual,Number,Alternative energy,Ireland,2014,1152
Annual,Number,Alternative energy,Ireland,2015,2212
Annual,Number,Alternative energy,Ireland,2016,3346
Annual,Number,Alternative energy,Ireland,2017,631
Annual,Number,Alternative energy,Ireland,2018,1252
Annual,Number,Alternative energy,Ireland,2019,3666
Annual,Number,Alternative energy,Ireland,2020,4075
Annual,Number,Alternative energy,Ireland,2021,9515
Annual,Number,Alternative energy,Ireland,2022,16597
Annual,Number,Alternative energy,Ireland,2023,23181
Annual,Number,Alternative energy,Ireland,2024,17781
Annual,Number,Alternative energy,Ireland,2025,23742
Annual,Number,Alternative energy,Iceland,2017,862
Annual,Number,Alternative energy,Iceland,2018,790
Annual,Number,Alternative energy,Iceland,2019,1149
Annual,Number,Alternative energy,Iceland,2020,2586
Annual,Number,Alternative energy,Iceland,2021,4254
Annual,Number,Alternative energy,Iceland,2022,5571
Annual,Number,Alternative energy,Iceland,2023,8787
Annual,Number,Alternative energy,Iceland,2024,2665
Annual,Number,Alternative energy,Iceland,2025,5988
Annual,Number,Alternative energy,Italy,2013,184666
Annual,Number,Alternative energy,Italy,2014,197644
Annual,Number,Alternative energy,Italy,2015,185333
Annual,Number,Alternative energy,Italy,2016,146790
Annual,Number,Alternative energy,Italy,2017,163320
Annual,Number,Alternative energy,Italy,2018,169393
Annual,Number,Alternative energy,Italy,2019,185884
Annual,Number,Alternative energy,Italy,2020,158381
Annual,Number,Alternative energy,Italy,2021,208973
Annual,Number,Alternative energy,Italy,2022,178126
Annual,Number,Alternative energy,Italy,2023,209366
Annual,Number,Alternative energy,Italy,2024,214533
Annual,Number,Alternative energy,Italy,2025,237988
Annual,Number,Alternative energy,Liechtenstein,2013,21
Annual,Number,Alternative energy,Liechtenstein,2014,21
Annual,Number,Alternative energy,Liechtenstein,2015,40
Annual,Number,Alternative energy,Liechtenstein,2016,48
Annual,Number,Alternative energy,Liechtenstein,2017,59
Annual,Number,Alternative energy,Liechtenstein,2018,53
Annual,Number,Alternative energy,Liechtenstein,2019,104
Annual,Number,Alternative energy,Liechtenstein,2020,166
Annual,Number,Alternative energy,Liechtenstein,2021,295
Annual,Number,Alternative energy,Liechtenstein,2022,319
Annual,Number,Alternative energy,Liechtenstein,2023,338
Annual,Number,Alternative energy,Liechtenstein,2024,368
Annual,Number,Alternative energy,Liechtenstein,2025,355
Annual,Number,Alternative energy,Lithuania,2013,2
Annual,Number,Alternative energy,Lithuania,2014,60
Annual,Number,Alternative energy,Lithuania,2015,65
Annual,Number,Alternative energy,Lithuania,2016,81
Annual,Number,Alternative energy,Lithuania,2017,56
Annual,Number,Alternative energy,Lithuania,2018,244
Annual,Number,Alternative energy,Lithuania,2019,430
Annual,Number,Alternative energy,Lithuania,2020,914
Annual,Number,Alternative energy,Lithuania,2021,1611
Annual,Number,Alternative energy,Lithuania,2022,1877
Annual,Number,Alternative energy,Lithuania,2023,2215
Annual,Number,Alternative energy,Lithuania,2024,2453
Annual,Number,Alternative energy,Lithuania,2025,3871
Annual,Number,Alternative energy,Luxembourg,2013,177
Annual,Number,Alternative energy,Luxembourg,2014,350
Annual,Number,Alternative energy,Luxembourg,2015,92
Annual,Number,Alternative energy,Luxembourg,2016,158
Annual,Number,Alternative energy,Luxembourg,2017,396
Annual,Number,Alternative energy,Luxembourg,2018,441
Annual,Number,Alternative energy,Luxembourg,2019,991
Annual,Number,Alternative energy,Luxembourg,2020,2490
Annual,Number,Alternative energy,Luxembourg,2021,4671
Annual,Number,Alternative energy,Luxembourg,2022,6417
Annual,Number,Alternative energy,Luxembourg,2023,11082
Annual,Number,Alternative energy,Luxembourg,2024,12861
Annual,Number,Alternative energy,Luxembourg,2025,12701
Annual,Number,Alternative energy,Latvia,2014,385
Annual,Number,Alternative energy,Latvia,2015,157
Annual,Number,Alternative energy,Latvia,2016,100
Annual,Number,Alternative energy,Latvia,2017,130
Annual,Number,Alternative energy,Latvia,2018,138
Annual,Number,Alternative energy,Latvia,2019,251
Annual,Number,Alternative energy,Latvia,2020,492
Annual,Number,Alternative energy,Latvia,2021,763
Annual,Number,Alternative energy,Latvia,2022,1413
Annual,Number,Alternative energy,Latvia,2023,2020
Annual,Number,Alternative energy,Latvia,2024,1638
Annual,Number,Alternative energy,Latvia,2025,2018
Annual,Number,Alternative energy,Moldova,2013,2119
Annual,Number,Alternative energy,Moldova,2014,2357
Annual,Number,Alternative energy,Moldova,2015,2081
Annual,Number,Alternative energy,Moldova,2016,2530
Annual,Number,Alternative energy,Moldova,2017,5158
Annual,Number,Alternative energy,Moldova,2018,4580
Annual,Number,Alternative energy,Moldova,2019,6296
Annual,Number,Alternative energy,Moldova,2020,5571
Annual,Number,Alternative energy,Moldova,2021,8988
Annual,Number,Alternative energy,Moldova,2022,6520
Annual,Number,Alternative energy,Moldova,2023,8974
Annual,Number,Alternative energy,Moldova,2024,14065
Annual,Number,Alternative energy,Moldova,2025,18505
Annual,Number,Alternative energy,Montenegro,2016,13
Annual,Number,Alternative energy,Montenegro,2017,4
Annual,Number,Alternative energy,Montenegro,2018,1
Annual,Number,Alternative energy,Montenegro,2019,6
Annual,Number,Alternative energy,Montenegro,2021,22
Annual,Number,Alternative energy,Montenegro,2024,238
Annual,Number,Alternative energy,Montenegro,2025,167
Annual,Number,Alternative energy,Malta,2013,27
Annual,Number,Alternative energy,Malta,2014,94
Annual,Number,Alternative energy,Malta,2015,38
Annual,Number,Alternative energy,Malta,2016,24
Annual,Number,Alternative energy,Malta,2017,27
Annual,Number,Alternative energy,Malta,2018,286
Annual,Number,Alternative energy,Malta,2019,283
Annual,Number,Alternative energy,Malta,2020,198
Annual,Number,Alternative energy,Malta,2021,429
Annual,Number,Alternative energy,Malta,2022,999
Annual,Number,Alternative energy,Malta,2023,1522
Annual,Number,Alternative energy,Malta,2024,2893
Annual,Number,Alternative energy,Malta,2025,2456
Annual,Number,Alternative energy,Netherlands,2013,5248
Annual,Number,Alternative energy,Netherlands,2014,7135
Annual,Number,Alternative energy,Netherlands,2015,4256
Annual,Number,Alternative energy,Netherlands,2016,5514
Annual,Number,Alternative energy,Netherlands,2017,10432
Annual,Number,Alternative energy,Netherlands,2018,25960
Annual,Number,Alternative energy,Netherlands,2019,62518
Annual,Number,Alternative energy,Netherlands,2020,74987
Annual,Number,Alternative energy,Netherlands,2021,66048
Annual,Number,Alternative energy,Netherlands,2022,75641
Annual,Number,Alternative energy,Netherlands,2023,116375
Annual,Number,Alternative energy,Netherlands,2024,134356
Annual,Number,Alternative energy,Netherlands,2025,157329
Annual,Number,Alternative energy,Norway,2013,9021
Annual,Number,Alternative energy,Norway,2014,18573
Annual,Number,Alternative energy,Norway,2015,25942
Annual,Number,Alternative energy,Norway,2016,24257
Annual,Number,Alternative energy,Norway,2017,33120
Annual,Number,Alternative energy,Norway,2018,46209
Annual,Number,Alternative energy,Norway,2019,60320
Annual,Number,Alternative energy,Norway,2020,82239
Annual,Number,Alternative energy,Norway,2021,116436
Annual,Number,Alternative energy,Norway,2022,142531
Annual,Number,Alternative energy,Norway,2023,104729
Annual,Number,Alternative energy,Norway,2024,114823
Annual,Number,Alternative energy,Norway,2025,173080
Annual,Number,Alternative energy,Poland,2013,3525
Annual,Number,Alternative energy,Poland,2014,4873
Annual,Number,Alternative energy,Poland,2015,5614
Annual,Number,Alternative energy,Poland,2016,6659
Annual,Number,Alternative energy,Poland,2017,10619
Annual,Number,Alternative energy,Poland,2018,8243
Annual,Number,Alternative energy,Poland,2019,9964
Annual,Number,Alternative energy,Poland,2020,13010
Annual,Number,Alternative energy,Poland,2021,20671
Annual,Number,Alternative energy,Poland,2022,23534
Annual,Number,Alternative energy,Poland,2023,29674
Annual,Number,Alternative energy,Poland,2024,33126
Annual,Number,Alternative energy,Poland,2025,63588
Annual,Number,Alternative energy,Portugal,2017,3723
Annual,Number,Alternative energy,Portugal,2018,6383
Annual,Number,Alternative energy,Portugal,2019,9173
Annual,Number,Alternative energy,Portugal,2020,9822
Annual,Number,Alternative energy,Portugal,2021,17198
Annual,Number,Alternative energy,Portugal,2022,24138
Annual,Number,Alternative energy,Portugal,2023,47805
Annual,Number,Alternative energy,Portugal,2024,56902
Annual,Number,Alternative energy,Portugal,2025,72814
Annual,Number,Alternative energy,Romania,2013,392
Annual,Number,Alternative energy,Romania,2014,802
Annual,Number,Alternative energy,Romania,2015,762
Annual,Number,Alternative energy,Romania,2016,1068
Annual,Number,Alternative energy,Romania,2017,1141
Annual,Number,Alternative energy,Romania,2018,1964
Annual,Number,Alternative energy,Romania,2019,2922
Annual,Number,Alternative energy,Romania,2020,12122
Annual,Number,Alternative energy,Romania,2021,22296
Annual,Number,Alternative energy,Romania,2022,25203
Annual,Number,Alternative energy,Romania,2023,33036
Annual,Number,Alternative energy,Romania,2024,25196
Annual,Number,Alternative energy,Romania,2025,31719
Annual,Number,Alternative energy,Serbia,2019,1238
Annual,Number,Alternative energy,Serbia,2020,1176
Annual,Number,Alternative energy,Serbia,2021,1192
Annual,Number,Alternative energy,Serbia,2022,1513
Annual,Number,Alternative energy,Serbia,2023,2522
Annual,Number,Alternative energy,Serbia,2024,2284
Annual,Number,Alternative energy,Serbia,2025,1885
Annual,Number,Alternative energy,Sweden,2013,7610
Annual,Number,Alternative energy,Sweden,2014,9013
Annual,Number,Alternative energy,Sweden,2015,9434
Annual,Number,Alternative energy,Sweden,2016,7711
Annual,Number,Alternative energy,Sweden,2017,9477
Annual,Number,Alternative energy,Sweden,2018,11487
Annual,Number,Alternative energy,Sweden,2019,21958
Annual,Number,Alternative energy,Sweden,2020,31525
Annual,Number,Alternative energy,Sweden,2021,60416
Annual,Number,Alternative energy,Sweden,2022,99960
Annual,Number,Alternative energy,Sweden,2023,118536
Annual,Number,Alternative energy,Sweden,2024,99629
Annual,Number,Alternative energy,Sweden,2025,101886
Annual,Number,Alternative energy,Slovenia,2013,10
Annual,Number,Alternative energy,Slovenia,2014,407
Annual,Number,Alternative energy,Slovenia,2015,599
Annual,Number,Alternative energy,Slovenia,2016,881
Annual,Number,Alternative energy,Slovenia,2017,1838
Annual,Number,Alternative energy,Slovenia,2018,2401
Annual,Number,Alternative energy,Slovenia,2019,3274
Annual,Number,Alternative energy,Slovenia,2020,3162
Annual,Number,Alternative energy,Slovenia,2021,4466
Annual,Number,Alternative energy,Slovenia,2022,5074
Annual,Number,Alternative energy,Slovenia,2023,4810
Annual,Number,Alternative energy,Slovenia,2024,3987
Annual,Number,Alternative energy,Slovenia,2025,6913
Annual,Number,Alternative energy,Slovakia,2016,536
Annual,Number,Alternative energy,Slovakia,2017,979
Annual,Number,Alternative energy,Slovakia,2018,1051
Annual,Number,Alternative energy,Slovakia,2019,557
Annual,Number,Alternative energy,Slovakia,2020,1864
Annual,Number,Alternative energy,Slovakia,2021,2293
Annual,Number,Alternative energy,Slovakia,2022,3207
Annual,Number,Alternative energy,Slovakia,2023,4329
Annual,Number,Alternative energy,Slovakia,2024,4157
Annual,Number,Alternative energy,Slovakia,2025,6058
Annual,Number,Alternative energy,Türkiye,2013,14495
Annual,Number,Alternative energy,Türkiye,2014,11404
Annual,Number,Alternative energy,Türkiye,2015,13442
Annual,Number,Alternative energy,Türkiye,2016,13792
Annual,Number,Alternative energy,Türkiye,2017,25508
Annual,Number,Alternative energy,Türkiye,2018,26652
Annual,Number,Alternative energy,Türkiye,2019,22779
Annual,Number,Alternative energy,Türkiye,2020,34876
Annual,Number,Alternative energy,Türkiye,2021,35216
Annual,Number,Alternative energy,Türkiye,2022,19481
Annual,Number,Alternative energy,Türkiye,2023,78659
Annual,Number,Alternative energy,Türkiye,2024,114434
Annual,Number,Alternative energy,Türkiye,2025,199064
Annual,Number,Alternative energy,Ukraine,2019,7647
Annual,Number,Alternative energy,Ukraine,2020,2055
Annual,Number,Alternative energy,Ukraine,2021,3202
Annual,Number,Alternative energy,Ukraine,2022,2659
Annual,Number,Alternative energy,Ukraine,2023,7647
Annual,Number,Alternative energy,Ukraine,2024,10541
Annual,Number,Alternative energy,Ukraine,2025,22976
Annual,Number,Alternative energy,United Kingdom,2015,10119
Annual,Number,Alternative energy,United Kingdom,2016,10589
Annual,Number,Alternative energy,United Kingdom,2017,13744
Annual,Number,Alternative energy,United Kingdom,2018,15715
Annual,Number,Alternative energy,United Kingdom,2021,190471
Annual,Number,Alternative energy,United Kingdom,2022,266796
Annual,Number,Alternative energy,United Kingdom,2023,311630
Annual,Number,Alternative energy,United Kingdom,2024,376406
Annual,Number,Alternative energy,Kosovo*,2017,4
Annual,Number,Alternative energy,Kosovo*,2018,2
Annual,Number,Alternative energy,Kosovo*,2019,0
Annual,Number,Alternative energy,Kosovo*,2021,20
Annual,Number,Alternative energy,Kosovo*,2025,539
Annual,Number,Diesel,Albania,2019,33064
Annual,Number,Diesel,Albania,2020,32953
Annual,Number,Diesel,Albania,2021,42914
Annual,Number,Diesel,Albania,2022,36523
Annual,Number,Diesel,Albania,2023,47440
Annual,Number,Diesel,Albania,2024,56773
Annual,Number,Diesel,Austria,2013,181061
Annual,Number,Diesel,Austria,2014,172574
Annual,Number,Diesel,Austria,2015,180510
Annual,Number,Diesel,Austria,2016,189139
Annual,Number,Diesel,Austria,2017,175590
Annual,Number,Diesel,Austria,2018,141159
Annual,Number,Diesel,Austria,2019,130468
Annual,Number,Diesel,Austria,2020,99196
Annual,Number,Diesel,Austria,2021,71808
Annual,Number,Diesel,Austria,2022,61537
Annual,Number,Diesel,Austria,2023,61187
Annual,Number,Diesel,Austria,2024,58478
Annual,Number,Diesel,Austria,2025,47725
Annual,Number,Diesel,Bosnia and Herzegovina,2013,4049
Annual,Number,Diesel,Bosnia and Herzegovina,2014,4097
Annual,Number,Diesel,Bosnia and Herzegovina,2015,3835
Annual,Number,Diesel,Bosnia and Herzegovina,2016,4932
Annual,Number,Diesel,Bosnia and Herzegovina,2017,5123
Annual,Number,Diesel,Bosnia and Herzegovina,2018,5028
Annual,Number,Diesel,Bosnia and Herzegovina,2019,4685
Annual,Number,Diesel,Bosnia and Herzegovina,2020,3481
Annual,Number,Diesel,Bosnia and Herzegovina,2021,3385
Annual,Number,Diesel,Bosnia and Herzegovina,2022,3058
Annual,Number,Diesel,Bosnia and Herzegovina,2023,3136
Annual,Number,Diesel,Bosnia and Herzegovina,2024,3192
Annual,Number,Diesel,Bosnia and Herzegovina,2025,3115
Annual,Number,Diesel,Belgium,2013,319863
Annual,Number,Diesel,Belgium,2014,303953
Annual,Number,Diesel,Belgium,2015,305838
Annual,Number,Diesel,Belgium,2016,285653
Annual,Number,Diesel,Belgium,2017,259790
Annual,Number,Diesel,Belgium,2018,202272
Annual,Number,Diesel,Belgium,2019,179716
Annual,Number,Diesel,Belgium,2020,151970
Annual,Number,Diesel,Belgium,2021,103914
Annual,Number,Diesel,Belgium,2022,70559
Annual,Number,Diesel,Belgium,2023,50855
Annual,Number,Diesel,Belgium,2024,30286
Annual,Number,Diesel,Belgium,2025,21570
Annual,Number,Diesel,Bulgaria,2020,2635
Annual,Number,Diesel,Bulgaria,2021,3032
Annual,Number,Diesel,Bulgaria,2022,5330
Annual,Number,Diesel,Bulgaria,2023,6032
Annual,Number,Diesel,Bulgaria,2024,6986
Annual,Number,Diesel,Bulgaria,2025,5313
Annual,Number,Diesel,Switzerland,2013,119767
Annual,Number,Diesel,Switzerland,2014,117318
Annual,Number,Diesel,Switzerland,2015,132789
Annual,Number,Diesel,Switzerland,2016,130457
Annual,Number,Diesel,Switzerland,2017,118800
Annual,Number,Diesel,Switzerland,2018,95612
Annual,Number,Diesel,Switzerland,2019,88965
Annual,Number,Diesel,Switzerland,2020,64475
Annual,Number,Diesel,Switzerland,2021,51670
Annual,Number,Diesel,Switzerland,2022,45069
Annual,Number,Diesel,Switzerland,2023,44501
Annual,Number,Diesel,Switzerland,2024,43218
Annual,Number,Diesel,Switzerland,2025,31311
Annual,Number,Diesel,Cyprus,2013,1255
Annual,Number,Diesel,Cyprus,2014,3184
Annual,Number,Diesel,Cyprus,2015,4157
Annual,Number,Diesel,Cyprus,2016,5327
Annual,Number,Diesel,Cyprus,2017,5450
Annual,Number,Diesel,Cyprus,2018,5264
Annual,Number,Diesel,Cyprus,2019,4532
Annual,Number,Diesel,Cyprus,2020,3065
Annual,Number,Diesel,Cyprus,2021,1460
Annual,Number,Diesel,Cyprus,2022,541
Annual,Number,Diesel,Cyprus,2023,909
Annual,Number,Diesel,Cyprus,2024,836
Annual,Number,Diesel,Cyprus,2025,842
Annual,Number,Diesel,Czechia,2020,59767
Annual,Number,Diesel,Czechia,2021,56933
Annual,Number,Diesel,Czechia,2022,46078
Annual,Number,Diesel,Czechia,2023,54687
Annual,Number,Diesel,Czechia,2024,55084
Annual,Number,Diesel,Czechia,2025,46050
Annual,Number,Diesel,Germany,2013,1403113
Annual,Number,Diesel,Germany,2014,1452565
Annual,Number,Diesel,Germany,2015,1538451
Annual,Number,Diesel,Germany,2016,1539596
Annual,Number,Diesel,Germany,2017,1336195
Annual,Number,Diesel,Germany,2018,1129025
Annual,Number,Diesel,Germany,2019,1230267
Annual,Number,Diesel,Germany,2020,949336
Annual,Number,Diesel,Germany,2021,691261
Annual,Number,Diesel,Germany,2022,642418
Annual,Number,Diesel,Germany,2023,703839
Annual,Number,Diesel,Germany,2024,684509
Annual,Number,Diesel,Germany,2025,580059
Annual,Number,Diesel,Denmark,2013,57435
Annual,Number,Diesel,Denmark,2014,59545
